chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate,class,type
0.5306488,952.2106854,1416.014273,1971.196086,0.010280192,0.045626997,0,fan
0.28471693,1691.716812,1925.969753,3743.535343,0.009683271,0.096660967,0,fan
0.30729815,1442.103092,1826.688311,3061.501597,0.009074819,0.091411554,0,fan
0.6777228,1850.848799,1703.369387,3599.465855,0.008648819,0.157710164,0,fan
0.6139603,1140.768704,1436.541228,2415.160743,0.010181642,0.067568453,0,fan
0.62586945,1101.075299,1466.975404,2245.282548,0.009541936,0.059589033,0,fan
0.2571662,1413.30718,1757.385433,2797.249401,0.0092742,0.094576802,0,fan
0.45775095,1226.267962,1663.967182,2682.308307,0.010042978,0.056075904,0,fan
0.5813657,1159.099926,1456.616622,2476.862021,0.010135794,0.066117649,0,fan
0.6005417,1118.105738,1435.41546,2386.431709,0.010099186,0.062061639,0,fan
0.49187693,1069.869293,1380.003123,2233.576278,0.010150926,0.059749713,0,fan
0.6251018,1449.98346,1655.214581,3155.076877,0.009612234,0.09362832,0,fan
0.29137397,1484.302753,1813.47267,3198.307708,0.009561064,0.091737595,0,fan
0.5816146,1101.203239,1405.017789,2337.385184,0.010167764,0.062710601,0,fan
0.5747717,1162.922168,1453.736267,2483.501398,0.010243865,0.067208092,0,fan
0.6142383,1335.33026,1515.880656,2858.825879,0.009911211,0.087993585,0,fan
0.5940555,1066.936271,1451.878361,2172.573882,0.009870335,0.057712348,0,fan
0.525496,1149.870409,1445.390732,2460.737819,0.010240806,0.06642341,0,fan
0.35054138,1376.501964,1757.988549,2784.419928,0.008130372,0.084266736,0,fan
0.57196176,1210.82063,1518.428451,2491.288938,0.009600317,0.07434823,0,fan
0.6597006,1794.72593,1706.498228,3596.720248,0.008880992,0.144309729,0,fan
0.58507067,1139.652224,1445.417267,2432.807508,0.010191573,0.063701203,0,fan
0.24690141,1327.374723,1692.755757,2680.760783,0.009375857,0.082450891,0,fan
0.29348254,1660.074297,1957.32048,4039.461861,0.009921542,0.092785918,0,fan
0.31012526,1441.660622,1763.89374,2933.880791,0.009179743,0.095359924,0,fan
0.4744618,864.7116747,1266.456513,1637.480032,0.009309515,0.043262031,0,fan
0.5778352,1329.044182,1732.571966,3180.036941,0.010426561,0.070758661,0,fan
0.4645213,981.3119411,1351.464341,1920.651957,0.009807333,0.050135408,0,fan
0.66083795,1591.964647,1720.045402,3464.132388,0.009441203,0.109830521,0,fan
0.24886279,1427.322741,1823.095134,3086.910942,0.009578412,0.088640987,0,fan
0.32615685,1387.068679,1731.39816,2754.04353,0.009095469,0.092634597,0,fan
0.28363115,1452.22374,1814.322771,3099.066494,0.009049277,0.091623715,0,fan
0.5170215,1077.807024,1336.196102,2211.885982,0.010128505,0.065208167,0,fan
0.49258432,1178.968467,1494.386591,2399.435903,0.009606724,0.07407367,0,fan
0.42754996,941.6531593,1410.944091,1909.220248,0.010334682,0.045896877,0,fan
0.2741495,1421.14209,1828.042014,3103.833866,0.009692404,0.085737819,0,fan
0.5639231,778.3804864,1226.802768,1416.084265,0.010192267,0.036238893,0,fan
0.40480533,829.5803807,1287.73587,1570.661941,0.010183238,0.041432146,0,fan
0.5655502,1266.983663,1647.17991,2726.013379,0.009794659,0.069457618,0,fan
0.26823288,1375.216579,1733.519431,2690.270567,0.008905866,0.090321111,0,fan
0.6319055,1028.553705,1360.274619,2146.066294,0.010486894,0.055668743,0,fan
0.2613641,1376.190029,1752.789221,2829.073482,0.009401325,0.08612626,0,fan
0.5070412,1152.777442,1486.868649,2338.683107,0.009750009,0.070930262,0,fan
0.52834857,958.6455212,1455.520259,2003.045128,0.010086791,0.043935952,0,fan
0.34482953,1358.090761,1710.922548,2621.28095,0.009281305,0.090489592,0,fan
0.6287721,1092.975454,1475.076403,2241.663339,0.009791298,0.05849079,0,fan
0.32332224,1599.456702,1871.236713,3670.377396,0.009080702,0.102152182,0,fan
0.59644365,1727.131461,1925.06059,3872.678714,0.009368166,0.104066306,0,fan
0.31079355,1427.654128,1758.958692,2957.692692,0.008610687,0.092467677,0,fan
0.49266252,1023.948878,1311.027192,2085.288538,0.010215359,0.060436115,0,fan
0.50015646,1162.186863,1492.577137,2364.816294,0.00962348,0.072310865,0,fan
0.54095185,1003.620674,1292.907796,2022.713658,0.010341502,0.059170951,0,fan
0.6319384,1886.255267,1850.601927,3885.158746,0.00892846,0.14435185,0,fan
0.28827614,1711.609129,1937.302059,4079.797324,0.008993002,0.105677791,0,fan
0.28763294,1510.383554,1910.919805,3575.004992,0.010063167,0.081401008,0,fan
0.32784966,1494.734098,1847.105433,3214.082468,0.008345678,0.093445799,0,fan
0.51688516,910.243204,1369.986826,1806.933906,0.010038603,0.046509959,0,fan
0.5197322,835.8702631,1264.136447,1616.014377,0.010019865,0.039851862,0,fan
0.56042194,846.5275583,1322.692075,1656.449681,0.010298545,0.033288925,0,fan
0.56541735,1034.927686,1423.168957,2059.504792,0.00995399,0.057163226,0,fan
0.28851286,1359.361887,1832.536183,2986.621406,0.010491649,0.074803751,0,fan
0.2632955,1409.436191,1758.416947,2843.051118,0.009278057,0.090363231,0,fan
0.2853994,1413.797796,1772.080177,2878.394569,0.008609126,0.092516037,0,fan
0.32599297,1537.351766,1881.355396,3512.854433,0.009622556,0.088268146,0,fan
0.5919959,1695.381095,1931.01965,3845.721845,0.009381366,0.102548423,0,fan
0.57352513,1706.779055,1952.432532,3908.072085,0.009549052,0.096203886,0,fan
0.6190799,1570.457298,1923.46036,3711.536542,0.010024173,0.072008224,0,fan
0.27249843,1348.51363,1756.642797,2793.05611,0.009710786,0.081421288,0,fan
0.21543664,1385.052956,1743.164181,2762.729633,0.009590558,0.088475626,0,fan
0.5576271,1504.633534,1873.572404,3506.289936,0.009816635,0.075485473,0,fan
0.26769814,1327.972578,1712.647386,2685.852636,0.009460553,0.083858015,0,fan
0.2964853,1447.504604,1794.192798,3005.416334,0.008941117,0.09355968,0,fan
0.564305,898.7899117,1368.970136,1745.457268,0.010179413,0.043662952,0,fan
0.60267997,1448.454689,1794.337473,3277.780551,0.009814924,0.075552553,0,fan
0.60951763,1123.493843,1444.738207,2401.033347,0.01029889,0.064148924,0,fan
0.63890356,978.8845601,1290.459346,2012.929313,0.010309239,0.056199144,0,fan
0.5741416,738.9339554,1184.706257,1345.622005,0.010291831,0.032947284,0,fan
0.58561134,813.1816886,1270.28056,1525.783746,0.010048706,0.037592976,0,fan
0.5289106,1163.366969,1488.331584,2368.585264,0.009753695,0.072167345,0,fan
0.57264245,1152.546868,1447.40193,2462.385184,0.010228247,0.065652768,0,fan
0.50511336,1030.718087,1309.29426,2071.735224,0.010107547,0.063974204,0,fan
0.35063034,1468.983535,1819.554584,3119.433906,0.008629075,0.091400634,0,fan
0.28302926,1420.073295,1790.826857,2889.227236,0.008923602,0.090921713,0,fan
0.61244494,1053.392072,1381.647294,2199.730431,0.010478678,0.059657673,0,fan
0.4975277,993.1351142,1470.013552,2060.378395,0.010163544,0.045591117,0,fan
0.6056014,1005.094887,1308.581727,2060.852636,0.010244992,0.056428464,0,fan
0.60353744,1019.312826,1278.854603,2036.516573,0.009993465,0.063166122,0,fan
0.62643164,1725.066045,1968.501868,3969.498802,0.009704693,0.096556447,0,fan
0.58115727,1134.121772,1431.028651,2399.760383,0.010309453,0.066691731,0,fan
0.591397,1144.995496,1455.313282,2471.096246,0.010269511,0.064102124,0,fan
0.53492725,958.3154961,1413.807103,1904.627596,0.010246488,0.049971608,0,fan
0.28504318,1451.927813,1813.554135,3037.839457,0.009128656,0.094832643,0,fan
0.4534434,1143.377174,1452.41863,2449.680511,0.010432893,0.065732328,0,fan
0.61360276,1147.317255,1448.995386,2457.343251,0.010392554,0.065308007,0,fan
0.31913236,877.2046902,1356.749555,1675.74381,0.010135072,0.041903267,0,fan
0.48822692,1084.466856,1382.503211,2265.125799,0.010305738,0.062208279,0,fan
0.36443987,1365.616138,1707.649154,2664.436901,0.0090536,0.090803152,0,fan
0.63170946,1059.947582,1381.963976,2198.132987,0.010407127,0.059979034,0,fan
0.5086591,1430.339322,1514.898683,2941.36881,0.009378072,0.108311077,0,fan
0.57567865,1092.425018,1399.260823,2304.8123,0.010388974,0.059142871,0,fan
0.565041,1093.103972,1397.998564,2296.525559,0.010161224,0.061429837,0,fan
0.66486317,2512.945386,2012.448684,4859.974042,0.007410951,0.232743236,0,fan
0.59562916,1108.466466,1413.658956,2323.831869,0.01030432,0.063723043,0,fan
0.5632296,1101.222217,1398.057192,2320.587061,0.010316281,0.063434442,0,fan
0.6863443,1854.277432,1692.957724,3628.71905,0.00858077,0.160964332,0,fan
0.29588926,1417.63402,1745.395854,2800.61901,0.00871584,0.095667245,0,fan
0.584184,943.0519718,1407.920582,1937.999201,0.010286204,0.041475826,0,fan
0.6130657,1226.960368,1417.451008,2441.21905,0.009509276,0.083893895,0,fan
0.3757884,1458.233483,1889.820233,3467.976238,0.009902217,0.073462148,0,fan
0.30311617,1756.479377,1969.661128,4248.926717,0.009012576,0.107814996,0,fan
0.29368386,1379.465397,1714.301781,2683.955671,0.008722951,0.092553477,0,fan
0.23597875,1388.949697,1724.601497,2755.216653,0.008998996,0.08969243,0,fan
0.20291103,1933.860661,2117.976775,4786.316893,0.010380799,0.104301867,0,fan
0.63544285,975.1945441,1367.868257,2079.872204,0.010523901,0.039686502,0,fan
0.4892899,957.1736106,1426.281504,1943.315695,0.010157157,0.045942118,0,fan
0.23366638,1361.446551,1752.693931,2782.273363,0.009856992,0.08600302,0,fan
0.3357178,1458.925345,1815.243136,3117.3123,0.009094905,0.091428714,0,fan
0.4819055,906.0191597,1369.510155,1824.13139,0.010285648,0.043269831,0,fan
0.4968316,898.609741,1156.064853,1696.585463,0.00966816,0.053795178,0,fan
0.5646154,753.291956,1200.849284,1363.24381,0.010120266,0.033356005,0,fan
0.5872127,932.2195142,1404.027169,1883.461462,0.010289906,0.04292663,0,fan
0.29170546,1472.46002,1836.944138,3155.101837,0.009384048,0.094526882,0,fan
0.27544367,1412.27344,1791.562197,2922.698682,0.009327614,0.092037116,0,fan
0.4465414,1092.161755,1387.432748,2282.897364,0.010224136,0.063651283,0,fan
0.5924833,1152.992215,1461.596202,2479.283147,0.010178089,0.067401533,0,fan
0.5962328,1182.282101,1458.861124,2483.875799,0.010243543,0.070711861,0,fan
0.6289171,1754.001603,1682.747628,3331.145168,0.008684484,0.142008724,0,fan
0.49459973,906.3372395,1372.555404,1769.46885,0.010094149,0.044335313,0,fan
0.5706758,1159.428741,1461.813285,2498.302716,0.010269151,0.064197284,0,fan
0.5551682,1010.327181,1289.57187,2038.263778,0.010214653,0.059259872,0,fan
0.29354173,1928.627575,2064.597335,4533.171925,0.008978088,0.112172087,0,fan
0.27019626,1503.814715,1876.145094,3438.373602,0.009565154,0.090620632,0,fan
0.29064947,1331.926983,1677.181529,2674.745407,0.009605235,0.086247941,0,fan
0.63856936,1846.886642,1993.597554,4136.157149,0.009572708,0.109672961,0,fan
0.55812514,1107.468977,1406.341736,2340.255591,0.010402075,0.060267634,0,fan
0.6224266,1020.174869,1301.343456,2092.052716,0.010337671,0.059214632,0,fan
0.50677234,1090.287235,1387.843028,2272.289337,0.010229963,0.063202002,0,fan
0.5014095,1141.711741,1443.142647,2440.644968,0.010163432,0.064047524,0,fan
0.29110476,1447.389884,1834.045382,3096.720248,0.00948812,0.089071548,0,fan
0.45617175,992.7920516,1341.278421,1910.618011,0.009818418,0.052191494,0,fan
0.5572091,1435.221656,1778.222512,3231.354832,0.009853463,0.075976875,0,fan
0.3262185,1448.280024,1896.44856,3402.580871,0.009923006,0.072490266,0,fan
0.35584444,1460.448438,1898.186126,3414.16234,0.009847601,0.075419953,0,fan
0.6168993,1107.547257,1486.570277,2276.332867,0.009796651,0.059088271,0,fan
0.5546138,926.5542116,1384.244803,1821.485623,0.010033816,0.047105881,0,fan
0.2822812,1360.924152,1820.412753,2995.232628,0.009973908,0.068850776,0,fan
0.25311863,1402.403743,1787.321391,2972.244409,0.009586056,0.087949905,0,fan
0.5428918,961.1831608,1243.570495,1913.762979,0.010339919,0.058016549,0,fan
0.31283796,1335.149998,1738.119619,2652.48103,0.009217778,0.08216697,0,fan
0.6464453,1134.817562,1489.815654,2344.948083,0.009794743,0.059433032,0,fan
0.5279273,848.1691599,1256.090461,1616.887979,0.0098051,0.045977998,0,fan
0.63411784,1004.52502,1305.271723,2039.13738,0.010339187,0.056309904,0,fan
0.44198105,1075.015663,1384.021679,2245.382388,0.010333485,0.059969674,0,fan
0.587972,1137.735374,1440.033095,2426.817093,0.010346236,0.065871169,0,fan
0.28333253,1420.787128,1799.804505,3013.503395,0.009459994,0.087330584,0,fan
0.5106786,1080.843369,1389.878973,2267.571885,0.010310121,0.059765313,0,fan
0.5978502,1159.035218,1456.003431,2468.89976,0.010255774,0.065359487,0,fan
0.27369338,1469.691531,1815.30838,3136.53155,0.009007691,0.093523799,0,fan
0.6622944,1988.725365,1824.103893,4036.366813,0.008739097,0.161387093,0,fan
0.43495363,1070.033084,1383.304278,2242.661741,0.010323852,0.060785556,0,fan
0.6080396,1023.833499,1332.827891,2106.429712,0.010390502,0.057348867,0,fan
0.4934102,1284.697394,1644.374877,2723.342652,0.009551712,0.075972194,0,fan
0.4974733,1056.372289,1457.796476,2136.73123,0.009881849,0.058041509,0,fan
0.28028154,1428.147572,1815.670671,3081.095248,0.009218049,0.090055911,0,fan
0.60688925,1012.145365,1309.756017,2079.223243,0.01016887,0.056484625,0,fan
0.5207787,933.4869972,1389.58883,1814.546725,0.010144859,0.052650135,0,fan
0.45854127,1075.721756,1377.379492,2227.960264,0.010609051,0.061662278,0,fan
0.24989827,1438.644442,1907.786637,3438.947684,0.009998456,0.073512068,0,fan
0.33736134,1398.362242,1741.691491,2790.360423,0.009172555,0.092227436,0,fan
0.5311844,992.6996697,1274.690472,2003.519369,0.010295193,0.057564147,0,fan
0.5782702,1093.142036,1401.918783,2305.760783,0.010305791,0.062830721,0,fan
0.29270232,1300.390007,1680.521067,2511.980831,0.008781795,0.081547649,0,fan
0.57113373,1161.250846,1593.036212,2496.455671,0.009846343,0.055183581,0,fan
0.56643134,1847.73626,1839.507735,3937.5,0.009178234,0.134902905,0,fan
0.6267227,1056.677825,1448.999219,2155.925519,0.009914502,0.054402019,0,fan
0.4968536,1002.708012,1305.128259,2041.932907,0.01026319,0.057119546,0,fan
0.55054575,1981.680887,2231.145271,4776.956869,0.009222657,0.110390563,0,fan
0.5723795,2200.440619,1846.25317,4268.520367,0.008105719,0.194172137,0,fan
0.43585634,1077.282348,1385.528743,2253.79393,0.010488344,0.059715393,0,fan
0.27354363,1429.483571,1790.032861,3017.846446,0.009279662,0.08986871,0,fan
0.6294148,1717.815399,1861.273312,3720.896565,0.00915486,0.114061252,0,fan
0.25328925,1357.2058,1738.472727,2777.28135,0.009387363,0.084369696,0,fan
0.50201195,886.0667911,1282.723505,1698.806909,0.009989118,0.05469062,0,fan
0.5732899,1146.79065,1448.840667,2444.264177,0.010379873,0.065811888,0,fan
0.60318124,2078.613269,2270.218079,4960.413339,0.009011428,0.120201428,0,fan
0.65833575,1887.161109,1560.051954,3445.587061,0.008213097,0.179024498,0,fan
0.51775855,1234.879553,1500.424448,2491.263978,0.005645111,0.070769581,0,fan
0.57925665,1015.4784,1289.39971,2073.207867,0.010102876,0.059915073,0,fan
0.50387895,1031.205401,1434.567959,2054.088458,0.010010164,0.055270941,0,fan
0.4941007,1083.114124,1391.172836,2272.563898,0.010270014,0.062086599,0,fan
0.39640072,906.8559338,1388.200775,1807.532947,0.010327219,0.042566269,0,fan
0.5870941,1043.044882,1330.181692,2141.249002,0.010123354,0.059632713,0,fan
0.48320574,998.713355,1302.300927,2038.88778,0.010430718,0.057610947,0,fan
0.57340884,1141.233384,1454.75074,2448.207867,0.010514437,0.061136557,0,fan
0.41610098,1198.440376,1501.322213,2587.185503,0.010438467,0.056001023,0,fan
0.5655407,1661.919664,1838.540101,3675.544129,0.009414376,0.115003494,0,fan
0.6121555,1037.115499,1319.330094,2119.508786,0.010169688,0.060142834,0,fan
0.6546244,1701.433894,1631.494039,3323.657149,0.008883231,0.136194589,0,fan
0.44841173,1404.593592,1827.537775,3289.761382,0.010035693,0.06649829,0,fan
0.34580675,1667.054559,1908.342826,3829.148363,0.008844846,0.103245744,0,fan
0.62749434,970.0868233,1290.525915,1979.907149,0.01032629,0.053609537,0,fan
0.29020005,1485.682558,1918.983722,3528.903754,0.009835776,0.077738119,0,fan
0.68592674,2072.04302,2024.376269,4504.392971,0.009341782,0.144219249,0,fan
0.5714764,1190.994546,1469.397463,2553.689097,0.009997181,0.069651058,0,fan
0.5859615,979.7269868,1299.171058,1996.780152,0.010543634,0.05083897,0,fan
0.29565847,1425.693104,1777.083204,2913.488419,0.008665969,0.091364754,0,fan
0.53842586,1027.422901,1317.390792,2095.272564,0.010155175,0.060063274,0,fan
0.24989799,1431.921831,1915.399625,3437.749601,0.010509553,0.068335975,0,fan
0.55884206,1365.453975,1573.734769,2964.481829,0.00993781,0.085450779,0,fan
0.5508647,2140.650373,2031.432609,4561.052316,0.008008984,0.16797031,0,fan
0.30238202,1500.376416,1897.832047,3524.885184,0.010013427,0.079872204,0,fan
0.548051,1012.279786,1310.527999,2075.978435,0.010393655,0.056194464,0,fan
0.59334975,1337.960658,1705.182666,2928.314696,0.009747675,0.0701409,0,fan
0.25565425,1404.990144,1801.561183,2964.431909,0.009540007,0.089055948,0,fan
0.49100345,866.2936568,1278.13483,1680.011981,0.00985492,0.04684848,0,fan
0.5943702,1163.963075,1471.120192,2514.551717,0.010298968,0.064261245,0,fan
0.5534556,1189.374497,1578.091442,2496.904952,0.010041656,0.065281487,0,fan
0.54484206,1926.151911,1904.623085,4085.038938,0.008986509,0.154474715,0,fan
0.5941278,1093.849066,1386.811461,2285.942492,0.010272116,0.063475002,0,fan
0.6083137,1536.001554,1694.257166,3227.361222,0.009322173,0.10159682,0,fan
0.48477173,2126.485422,2007.734295,4394.46885,0.008165331,0.164986022,0,fan
0.49119905,1057.510647,1381.811403,2230.805711,0.010251942,0.05868423,0,fan
0.6454936,1887.750672,1779.204206,3783.047125,0.007973597,0.143227087,0,fan
0.541644,1160.616237,1462.070284,2499.90016,0.010187808,0.065615328,0,fan
0.27412567,1787.590931,1958.855859,4127.296326,0.008566262,0.113650971,0,fan
0.5741963,1019.639248,1304.71901,2055.486222,0.01017843,0.061663838,0,fan
0.57441217,802.3379779,1259.110128,1495.082867,0.010252556,0.035948732,0,fan
0.30815575,1438.68253,1824.13091,3092.102636,0.009299625,0.090138591,0,fan
0.21930341,1460.124919,1849.490254,3211.212061,0.009976708,0.090814072,0,fan
0.30115747,1456.337531,1818.585893,3134.659545,0.009421324,0.091305474,0,fan
0.46643606,1106.209398,1399.597024,2346.420727,0.010341166,0.063691843,0,fan
0.55997366,900.535118,1313.00925,1730.256589,0.00994714,0.05096689,0,fan
0.33614868,1468.248346,1886.859178,3414.11242,0.009931898,0.076359075,0,fan
0.5455444,823.1881616,1262.14028,1582.517971,0.010078193,0.039998502,0,fan
0.58791465,1157.47203,1455.056345,2474.341054,0.010231322,0.064618485,0,fan
0.6119373,1029.497904,1298.76537,2105.181709,0.01017799,0.062119359,0,fan
0.22495669,1414.924129,1851.433862,3140.874601,0.010168314,0.081645929,0,fan
0.31639007,1396.939061,1752.54387,2807.782548,0.00821052,0.092216516,0,fan
0.33456555,1342.44251,1730.198197,2586.261981,0.009337482,0.086828262,0,fan
0.3351419,1352.941837,1746.882126,2685.503195,0.009257992,0.085695699,0,fan
0.6625857,1554.640777,1626.539347,3257.413139,0.009704465,0.108844599,0,fan
0.27565485,1044.207865,1427.144724,1949.980032,0.010833133,0.063911804,0,fan
0.4943938,1153.686873,1482.018404,2347.893371,0.009878507,0.073551068,0,fan
0.6223817,1930.525396,1540.403343,3382.512979,0.007897736,0.18749688,0,fan
0.63210404,1274.998615,1532.006362,2761.85603,0.010230479,0.075515113,0,fan
0.29235741,1362.20707,1711.552986,2631.789137,0.009371839,0.090280551,0,fan
0.5381149,1013.13773,1311.630435,2066.54353,0.010242343,0.057763828,0,fan
0.35163295,1403.353922,1744.850451,2761.55651,0.009155394,0.094194601,0,fan
0.60969466,1035.136209,1418.091789,2073.756989,0.010117044,0.052854495,0,fan
0.59288144,809.5969007,1246.312403,1492.936302,0.010245283,0.039987582,0,fan
0.30715612,1589.278235,1882.92959,3491.638379,0.009406481,0.093420839,0,fan
0.51841533,1017.827437,1301.614826,2048.048123,0.01024465,0.05870919,0,fan
0.43677914,1709.592776,1970.158621,3939.571685,0.009875192,0.091336674,0,fan
0.46468148,1077.516582,1385.307912,2259.684505,0.010338852,0.060470435,0,fan
0.564993,1108.628975,1376.837088,2281.10024,0.010213622,0.068493535,0,fan
0.22224008,1591.603622,1871.810617,3502.346246,0.009210323,0.099319214,0,fan
0.48682493,1032.39324,1292.509876,2076.901957,0.009980492,0.064175444,0,fan
0.6219411,1075.771322,1456.873353,2202.575879,0.009872732,0.057342627,0,fan
0.63098365,1854.014707,1930.382415,4041.109225,0.008940592,0.119870707,0,fan
0.61663735,1103.544757,1478.753372,2282.423123,0.00976991,0.054010458,0,fan
0.5866188,1152.726248,1491.071257,2376.622404,0.009915897,0.066844611,0,fan
0.33198777,1410.126096,1741.158512,2778.903754,0.008783808,0.092804638,0,fan
0.63926286,1109.976943,1437.343414,2385.558107,0.010183608,0.062872841,0,fan
0.64055294,1142.310257,1431.531995,2327.600839,0.010130837,0.067846134,0,fan
0.6221071,970.3161641,1350.631872,2013.203874,0.010098913,0.046040398,0,fan
0.31418064,1460.115864,1883.270651,3485.747804,0.009837503,0.074599391,0,fan
0.5489916,1157.612236,1457.816426,2479.832268,0.010357068,0.064474965,0,fan
0.59664726,1858.507093,2273.778528,4868.285743,0.009674328,0.084711337,0,fan
0.5725952,1167.106593,1466.98733,2510.657947,0.010192516,0.066045889,0,fan
0.23398744,1397.551424,1790.314193,3032.697684,0.0096275,0.08599678,0,fan
0.5355977,1136.555072,1445.157055,2433.53135,0.010210032,0.065894569,0,fan
0.64242893,1284.76921,1674.732568,2809.504792,0.009799252,0.064314285,0,fan
0.27720907,1479.367884,1788.092184,3148.162939,0.009553252,0.094876323,0,fan
0.50302744,897.1318438,1363.94574,1811.476637,0.010210095,0.042723829,0,fan
0.5354691,992.7725986,1246.499599,1929.962061,0.01041771,0.061170877,0,fan
0.38456562,1074.488241,1552.938542,2338.857827,0.010318459,0.048586324,0,fan
0.5612126,1708.741978,1963.449936,3932.133586,0.0099545,0.094692242,0,fan
0.57377064,1128.651222,1427.661525,2392.197484,0.010415138,0.065624688,0,fan
0.6074709,1144.166183,1452.036836,2449.530751,0.010176665,0.063453162,0,fan
0.6296094,836.4954183,1219.225548,1660.06889,0.010830149,0.04284551,0,fan
0.5907907,1149.973597,1452.819003,2464.70647,0.010270394,0.064743286,0,fan
0.6526848,1993.179022,1975.582224,4244.683506,0.008821502,0.162602336,0,fan
0.6099302,1737.357185,1965.209872,3928.289736,0.008992392,0.09377652,0,fan
0.5969086,1674.466593,1738.932849,3465.205671,0.009510079,0.12487052,0,fan
0.5066197,918.9103716,1378.397806,1821.510583,0.009901871,0.047127721,0,fan
0.5625203,1031.783242,1315.790205,2092.801518,0.010178173,0.061064796,0,fan
0.5858066,1107.047303,1411.05694,2311.301917,0.010111919,0.064847806,0,fan
0.31385645,1396.519213,1740.914878,2776.432708,0.008999329,0.091057433,0,fan
0.53089994,2120.302061,1962.063121,4375.923522,0.008821998,0.163773899,0,fan
0.2699157,1413.429282,1806.662368,3043.754992,0.009833429,0.08608414,0,fan
0.25264046,1405.604121,1800.446632,3048.921725,0.009928394,0.071429463,0,fan
0.31355914,1383.167505,1771.332361,2843.999601,0.009531057,0.087829785,0,fan
0.27241942,1431.576336,1811.32635,3036.940895,0.009448652,0.089325829,0,fan
0.56414646,748.7066824,1185.249339,1358.551318,0.010138821,0.03512505,0,fan
0.30368486,1362.992666,1746.348224,2780.875599,0.009621198,0.086495981,0,fan
0.6212629,1174.059951,1514.060615,2437.899361,0.009789662,0.065797848,0,fan
0.5963827,1027.87249,1323.721804,2128.494409,0.010168412,0.058239629,0,fan
